Accession	Country	Region	PMID	gb_lab_construct	Multiple_locations
KC124323	USA				
KC124324	USA				
KC124325	USA				
KC124326	USA				
KC124327	USA				
KC124328	USA				
KC124329	USA				
KC124330	USA				
KC124331	USA				
KC124332	USA				
KC124333	USA				
KC124334	USA				
KC124335	USA				
KC124336	USA				
KC124337	USA				
KC124338	USA				
KC124339	USA				
KC124340	USA				
KC124341	USA				
KC124342	USA				
KC124343	USA				
KC124344	USA				
KC124345	USA				
KC124346	USA				
KC124347	USA				
KC124348	USA				
KC124349	USA				
KC124350	USA				
KC124351	USA				
KC124352	USA				
KC124353	USA				
KC124354	USA				
KC124355	USA				
KC124356	USA				
KC124357	USA				
KC124358	USA				
KC124359	USA				
KC124360	USA				
KC124361	USA				
KC124362	USA				
KC124363	USA				
KC124364	USA				
KC124365	USA				
KC124366	USA				
KC124367	USA				
KC124368	USA				
KC124369	USA				
KC124370	USA				
KC124371	USA				
KC124372	USA				
KC124373	USA				
KC124374	USA				
KC124375	USA				
KC124376	USA				
KC124377	USA				
KC124378	USA				
KC124379	USA				
KC124380	USA				
KC124381	USA				
KC124382	USA				
KC124383	USA				
KC124384	USA				
KC124385	USA				
KC124386	USA				
KC124387	USA				
KC124388	USA				
KC124389	USA				
KC124390	USA				
KC124391	USA				
KC124392	USA				
KC124393	USA				
KC124394	USA				
KC124395	USA				
KC124396	USA				
KC124397	USA				
KC124398	USA				
KC124399	USA				
KC124400	USA				
KC124401	USA				
KC124402	USA				
KC124403	USA				
KC124404	USA				
KC124405	USA				
KC124406	USA				
KC124407	USA				
KC124408	USA				
KC124409	USA				
KC124410	USA				
KC124411	USA				
KC124412	USA				
KC124413	USA				
KC124414	USA				
KC124415	USA				
KC124416	USA				
KC124417	USA				
KC124418	USA				
KC124419	USA				
KC124420	USA				
KC124421	USA				
KC124422	USA				
KC124423	USA				
KC124424	USA				
KC124425	USA				
KC124426	USA				
KC124427	USA				
KC124428	USA				
KC124429	USA				
KC124430	USA				
KC124431	USA				
KC124432	USA				
KC124433	USA				
KC124434	USA				
KC124435	USA				
KC124436	USA				
KC124437	USA				
KC124438	USA				
KC124439	USA				
KC124440	USA				
KC124441	USA				
KC124442	USA				
KC124443	USA				
KC124444	USA				
KC124445	USA				
KC124446	USA				
KC124447	USA				
KC124448	USA				
KC124449	USA				
KC124450	USA				
KC124451	USA				
KC124452	USA				
KC124453	USA				
KC124454	USA				
KC124455	USA				
KC124456	USA				
KC124457	USA				
KC124458	USA				
KC124459	USA				
KC124460	USA				
KC124461	USA				
KC124462	USA				
KC124463	USA				
KC124464	USA				
KC124465	USA				
KC124466	USA				
KC124467	USA				
KC124468	USA				
KC124469	USA				
KC124470	USA				
KC124471	USA				
KC124472	USA				
KC124473	USA				
KC124474	USA				
KC124475	USA				
KC124476	USA				
KC124477	USA				
KC124478	USA				
KC124479	USA				
KC124480	USA				
KC124481	USA				
KC124482	USA				
KC124483	USA				
KC124484	USA				
KC124485	USA				
KC124486	USA				
KC124487	USA				
KC124488	USA				
KC124489	USA				
KC124490	USA				
KC124491	USA				
KC124492	USA				
KC124493	USA				
KC124494	USA				
KC124495	USA				
KC124496	USA				
KC124497	USA				
KC124498	USA				
KC124499	USA				
KC124500	USA				
KC124501	USA				
KC124502	USA				
KC124503	USA				
KC124504	USA				
KC124505	USA				
KC124506	USA				
KC124507	USA				
KC124508	USA				
KC124509	USA				
KC124510	USA				
KC124511	USA				
KC124512	USA				
KC124513	USA				
KC124514	USA				
KC124515	USA				
KC124516	USA				
KC124517	USA				
KC124518	USA				
KC124519	USA				
KC124520	USA				
KC124521	USA				
KC124522	USA				
KC124523	USA				
KC124524	USA				
KC124525	USA				
KC124526	USA				
KC124527	USA				
KC124528	USA				
KC124529	USA				
KC124530	USA				
KC124531	USA				
KC124532	USA				
KC124533	USA				
KC124534	USA				
KC124535	USA				
KC124536	USA				
KC124537	USA				
KC124538	USA				
KC124539	USA				
KC124540	USA				
KC124541	USA				
KC124542	USA				
KC124543	USA				
KC124544	USA				
KC124545	USA				
KC124546	USA				
KC124547	USA				
KC124548	USA				
KC124549	USA				
KC124550	USA				
KC124551	USA				
KC124552	USA				
KC124553	USA				
KC124554	USA				
KC124555	USA				
KC124556	USA				
KC124557	USA				
KC124558	USA				
KC124559	USA				
KC124560	USA				
KC124561	USA				
KC124562	USA				
KC124563	USA				
KC124564	USA				
KC124565	USA				
KC124566	USA				
KC124567	USA				
KC124568	USA				
KC124569	USA				
KC124570	USA				
KC124571	USA				
KC124572	USA				
KC124573	USA				
KC124574	USA				
KC124575	USA				
KC124576	USA				
KC124577	USA				
KC124578	USA				
KC124579	USA				
KC124580	USA				
KC124581	USA				
KC124582	USA				
KC124583	USA				
KC124584	USA				
KC124585	USA				
KC124586	USA				
KC124587	USA				
KC124588	USA				
KC124589	USA				
KC124590	USA				
KC124591	USA				
KC124592	USA				
KC124593	USA				
KC124594	USA				
KC124595	USA				
KC124596	USA				
KC124597	USA				
KC124598	USA				
KC124599	USA				
KC124600	USA				
KC124601	USA				
KC124602	USA				
KC124603	USA				
KC124604	USA				
KC124605	USA				
KC124606	USA				
KC124607	USA				
KC124608	USA				
KC124609	USA				
KC124610	USA				
KC124611	USA				
KC124612	USA				
KC124613	USA				
KC124614	USA				
KC124615	USA				
KC124616	USA				
KC124617	USA				
KC124618	USA				
KC124619	USA				
KC124620	USA				
KC124621	USA				
KC124622	USA				
KC124623	USA				
KC124624	USA				
KC124625	USA				
KC124626	USA				
KC124627	USA				
KC124628	USA				
KC124629	USA				
KC124630	USA				
KC124631	USA				
KC124632	USA				
KC124633	USA				
KC124634	USA				
KC124635	USA				
KC124636	USA				
KC124637	USA				
KC124638	USA				
KC124639	USA				
KC124640	USA				
KC124641	USA				
KC124642	USA				
KC124643	USA				
KC124644	USA				
KC124645	USA				
KC124646	USA				
KC124647	USA				
KC124648	USA				
KC124649	USA				
KC124650	USA				
KC124651	USA				
KC124652	USA				
KC124653	USA				
KC124654	USA				
KC124655	USA				
KC124656	USA				
KC124657	USA				
KC124658	USA				
KC124659	USA				
KC124660	USA				
KC124661	USA				
KC124662	USA				
KC124663	USA				
KC124664	USA				
KC124665	USA				
KC124666	USA				
KC124667	USA				
KC124668	USA				
KC124669	USA				
KC124670	USA				
KC124671	USA				
KC124672	USA				
KC124673	USA				
KC124674	USA				
KC124675	USA				
KC124676	USA				
KC124677	USA				
KC124678	USA				
KC124679	USA				
KC124680	USA				
KC124681	USA				
KC124682	USA				
KC124683	USA				
KC124684	USA				
KC124685	USA				
KC124686	USA				
KC124687	USA				
KC124688	USA				
KC124689	USA				
KC124690	USA				
KC124691	USA				
KC124692	USA				
KC124693	USA				
KC124694	USA				
KC124695	USA				
KC124696	USA				
KC124697	USA				
KC124698	USA				
KC124699	USA				
KC124700	USA				
KC124701	USA				
KC124702	USA				
KC124703	USA				
KC124704	USA				
KC124705	USA				
KC124706	USA				
KC124707	USA				
KC124708	USA				
KC124709	USA				
KC124710	USA				
KC124711	USA				
KC124712	USA				
KC124713	USA				
KC124714	USA				
KC124715	USA				
KC124716	USA				
KC124717	USA				
KC124718	USA				
KC124719	USA				
KC124720	USA				
KC124721	USA				
KC124722	USA				
KC124723	USA				
KC124724	USA				
KC124725	USA				
KC124726	USA				
KC124727	USA				
KC124728	USA				
KC124729	USA				
KC124730	USA				
KC124731	USA				
KC124732	USA				
KC124733	USA				
KC124734	USA				
KC124735	USA				
KC124736	USA				
KC124737	USA				
KC124738	USA				
KC124739	USA				
KC124740	USA				
KC124741	USA				
KC124742	USA				
KC124743	USA				
KC124744	USA				
KC124745	USA				
KC124746	USA				
KC124747	USA				
KC124748	USA				
KC124749	USA				
KC124750	USA				
KC124751	USA				
KC124752	USA				
KC124753	USA				
KC124754	USA				
KC124755	USA				
KC124756	USA				
KC124757	USA				
KC124758	USA				
KC124759	USA				
KC124760	USA				
KC124761	USA				
KC124762	USA				
KC124763	USA				
KC124764	USA				
KC124765	USA				
KC124766	USA				
KC124767	USA				
KC124768	USA				
KC124769	USA				
KC124770	USA				
KC124771	USA				
KC124772	USA				
KC124773	USA				
KC124774	USA				
KC124775	USA				
KC124776	USA				
KC124777	USA				
KC124778	USA				
KC124779	USA				
KC124780	USA				
KC124781	USA				
KC124782	USA				
KC124783	USA				
KC124784	USA				
KC124785	USA				
KC124786	USA				
KC124787	USA				
KC124788	USA				
KC124789	USA				
KC124790	USA				
KC124791	USA				
KC124792	USA				
KC124793	USA				
KC124794	USA				
KC124795	USA				
KC124796	USA				
KC124797	USA				
KC124798	USA				
KC124799	USA				
KC124800	USA				
KC124801	USA				
KC124802	USA				
KC124803	USA				
KC124804	USA				
KC124805	USA				
KC124806	USA				
KC124807	USA				
KC124808	USA				
KC124809	USA				
KC124810	USA				
KC124811	USA				
KC124812	USA				
KC124813	USA				
KC124814	USA				
KC124815	USA				
KC124816	USA				
KC124817	USA				
KC124818	USA				
KC124819	USA				
KC124820	USA				
KC124821	USA				
KC124822	USA				
KC124823	USA				
KC124824	USA				
KC124825	USA				
KC124826	USA				
KC124827	USA				
KC124828	USA				
KC124829	USA				
KC124830	USA				
KC124831	USA				
KC124832	USA				
KC124833	USA				
KC124834	USA				
KC124835	USA				
KC124836	USA				
KC124837	USA				
KC124838	USA				
KC124839	USA				
KC124840	USA				
KC124841	USA				
KC124842	USA				
KC124843	USA				
KC124844	USA				
KC124845	USA				
KC124846	USA				
KC124847	USA				
KC124848	USA				
KC124849	USA				
KC124850	USA				
KC124851	USA				
KC124852	USA				
KC124853	USA				
KC124854	USA				
KC124855	USA				
KC124856	USA				
KC124857	USA				
KC124858	USA				
KC124859	USA				
KC124860	USA				
KC124861	USA				
KC124862	USA				
KC124863	USA				
KC124864	USA				
KC124865	USA				
KC124866	USA				
KC124867	USA				
KC124868	USA				
KC124869	USA				
KC124870	USA				
KC124871	USA				
KC124872	USA				
KC124873	USA				
KC124874	USA				
KC124875	USA				
KC124876	USA				
KC124877	USA				
KC124878	USA				
KC124879	USA				
KC124880	USA				
KC124881	USA				
KC124882	USA				
KC124883	USA				
KC124884	USA				
KC124885	USA				
KC124886	USA				
KC124887	USA				
KC124888	USA				
KC124889	USA				
KC124890	USA				
KC124891	USA				
KC124892	USA				
KC124893	USA				
KC124894	USA				
KC124895	USA				
KC124896	USA				
KC124897	USA				
KC124898	USA				
KC124899	USA				
KC124900	USA				
KC124901	USA				
KC124902	USA				
KC124903	USA				
KC124904	USA				
KC124905	USA				
KC124906	USA				
KC124907	USA				
KC124908	USA				
KC124909	USA				
KC124910	USA				
KC124911	USA				
KC124912	USA				
KC124913	USA				
KC124914	USA				
KC124915	USA				
KC124916	USA				
KC124917	USA				
KC124918	USA				
KC124919	USA				
KC124920	USA				
KC124921	USA				
KC124922	USA				
KC124923	USA				
KC124924	USA				
KC124925	USA				
KC124926	USA				
KC124927	USA				
KC124928	USA				
KC124929	USA				
KC124930	USA				
KC124931	USA				
KC124932	USA				
KC124933	USA				
KC124934	USA				
KC124935	USA				
KC124936	USA				
KC124937	USA				
KC124938	USA				
KC124939	USA				
KC124940	USA				
KC124941	USA				
KC124942	USA				
KC124943	USA				
KC124944	USA				
KC124945	USA				
KC124946	USA				
KC124947	USA				
KC124948	USA				
KC124949	USA				
KC124950	USA				
KC124951	USA				
KC124952	USA				
KC124953	USA				
KC124954	USA				
KC124955	USA				
KC124956	USA				
KC124957	USA				
KC124958	USA				
KC124959	USA				
KC124960	USA				
KC124961	USA				
KC124962	USA				
KC124963	USA				
KC124964	USA				
KC124965	USA				
KC124966	USA				
KC124967	USA				
KC124968	USA				
KC124969	USA				
KC124970	USA				
KC124971	USA				
KC124972	USA				
KC124973	USA				
KC124974	USA				
KC124975	USA				
KC124976	USA				
KC124977	USA				
KC124978	USA				
KC124979	USA				
KC124980	USA				
KC124981	USA				
KC124982	USA				
KC124983	USA				
KC124984	USA				
KC124985	USA				
KC124986	USA				
KC124987	USA				
KC124988	USA				
KC124989	USA				
KC124990	USA				
KC124991	USA				
KC124992	USA				
KC124993	USA				
KC124994	USA				
KC124995	USA				
KC124996	USA				
KC124997	USA				
KC124998	USA				
KC124999	USA				
KC125000	USA				
KC125001	USA				
KC125002	USA				
KC125003	USA				
KC125004	USA				
KC125005	USA				
KC125006	USA				
KC125007	USA				
KC125008	USA				
KC125009	USA				
KC125010	USA				
KC125011	USA				
KC125012	USA				
KC125013	USA				
KC125014	USA				
KC125015	USA				
KC125016	USA				
KC125017	USA				
KC125018	USA				
KC125019	USA				
KC125020	USA				
KC125021	USA				
KC125022	USA				
KC125023	USA				
KC125024	USA				
KC125025	USA				
KC125026	USA				
KC125027	USA				
KC125028	USA				
KC125029	USA				
KC125030	USA				
KC125031	USA				
KC125032	USA				
KC125033	USA				
KC125034	USA				
KC125035	USA				
KC125036	USA				
KC125037	USA				
KC125038	USA				
KC125039	USA				
KC125040	USA				
KC125041	USA				
KC125042	USA				
KC125043	USA				
KC125044	USA				
KC125045	USA				
KC125046	USA				
KC125047	USA				
KC125048	USA				
KC125049	USA				
KC125050	USA				
KC125051	USA				
KC125052	USA				
KC125053	USA				
KC125054	USA				
KC125055	USA				
KC125056	USA				
KC125057	USA				
KC125058	USA				
KC125059	USA				
KC125060	USA				
KC125061	USA				
KC125062	USA				
KC125063	USA				
KC125064	USA				
KC125065	USA				
KC125066	USA				
KC125067	USA				
KC125068	USA				
KC125069	USA				
KC125070	USA				
KC125071	USA				
KC125072	USA				
KC125073	USA				
KC125074	USA				
KC125075	USA				
KC125076	USA				
KC125077	USA				
KC125078	USA				
KC125079	USA				
KC125080	USA				
KC125081	USA				
KC125082	USA				
KC125083	USA				
KC125084	USA				
KC125085	USA				
KC125086	USA				
KC125087	USA				
KC125088	USA				
KC125089	USA				
KC125090	USA				
KC125091	USA				
KC125092	USA				
KC125093	USA				
KC125094	USA				
KC125095	USA				
KC125096	USA				
KC125097	USA				
KC125098	USA				
KC125099	USA				
KC125100	USA				
KC125101	USA				
KC125102	USA				
KC125103	USA				
KC125104	USA				
KC125105	USA				
KC125106	USA				
KC125107	USA				
KC125108	USA				
KC125109	USA				
KC125110	USA				
KC125111	USA				
KC125112	USA				
KC125113	USA				
KC125114	USA				
KC125115	USA				
KC125116	USA				
KC125117	USA				
KC125118	USA				
KC125119	USA				
KC125120	USA				
KC125121	USA				
KC125122	USA				
KC125123	USA				
KC125124	USA				
KC125125	USA				
KC125126	USA				
KC125127	USA				
KC125128	USA				
KC125129	USA				
KC125130	USA				
KC125131	USA				
KC125132	USA				
KC125133	USA				
KC125134	USA				
KC125135	USA				
KC125136	USA				
KC125137	USA				
KC125138	USA				
KC125139	USA				
KC125140	USA				
KC125141	USA				
KC125142	USA				
KC125143	USA				
KC125144	USA				
KC125145	USA				
KC125146	USA				
KC125147	USA				
KC125148	USA				
KC125149	USA				
KC125150	USA				
KC125151	USA				
KC125152	USA				
KC125153	USA				
KC125154	USA				
KC125155	USA				
KC125156	USA				
KC125157	USA				
KC125158	USA				
KC125159	USA				
KC125160	USA				
KC125161	USA				
KC125162	USA				
KC125163	USA				
KC125164	USA				
KC125165	USA				
KC125166	USA				
KC125167	USA				
KC125168	USA				
KC125169	USA				
KC125170	USA				
KC125171	USA				
KC125172	USA				
KC125173	USA				
KC125174	USA				
KC125175	USA				
KC125176	USA				
KC125177	USA				
KC125178	USA				
KC125179	USA				
KC125180	USA				
KC125181	USA				
KC125182	USA				
KC125183	USA				
KC125184	USA				
KC125185	USA				
KC125186	USA				
KC125187	USA				
KC125188	USA				
KC125189	USA				
KC125190	USA				
KC125191	USA				
KC125192	USA				
KC125193	USA				
KC125194	USA				
KC125195	USA				
KC125196	USA				
KC125197	USA				
KC125198	USA				
KC125199	USA				
KC125200	USA				
KC125201	USA				
KC125202	USA				
KC125203	USA				
KC125204	USA				
KC125205	USA				
KC125206	USA				
KC125207	USA				
KC125208	USA				
KC125209	USA				
KC125210	USA				
KC125211	USA				
KC125212	USA				
KC125213	USA				
KC125214	USA				
KC125215	USA				
KC125216	USA				
KC125217	USA				
KC125218	USA				
KC125219	USA				
KC125220	USA				
KC125221	USA				
KC125222	USA				
KC125223	USA				
KC125224	USA				
KC125225	USA				
KC125226	USA				
KC125227	USA				
KC125228	USA				
KC125229	USA				
KC125230	USA				
KC125231	USA				
KC125232	USA				
KC125233	USA				
KC125234	USA				
KC125235	USA				
KC125236	USA				
KC125237	USA				
KC125238	USA				
KC125239	USA				
KC125240	USA				
KC125241	USA				
KC125242	USA				
KC125243	USA				
KC125244	USA				
KC125245	USA				
KC125246	USA				
KC125247	USA				
KC125248	USA				
KC125249	USA				
KC125250	USA				
KC125251	USA				
KC125252	USA				
KC125253	USA				
KC125254	USA				
KC125255	USA				
KC125256	USA				
KC125257	USA				
KC125258	USA				
KC125259	USA				
KC125260	USA				
KC125261	USA				
KC125262	USA				
KC125263	USA				
KC125264	USA				
KC125265	USA				
KC125266	USA				
KC125267	USA				
KC125268	USA				
KC125269	USA				
KC125270	USA				
KC125271	USA				
KC125272	USA				
KC125273	USA				
KC125274	USA				
KC125275	USA				
KC125276	USA				
KC125277	USA				
KC125278	USA				
KC125279	USA				
KC125280	USA				
KC125281	USA				
KC125282	USA				
KC125283	USA				
KC125284	USA				
KC125285	USA				
KC125286	USA				
KC125287	USA				
KC125288	USA				
KC125289	USA				
KC125290	USA				
KC125291	USA				
KC125292	USA				
KC125293	USA				
KC125294	USA				
KC125295	USA				
KC125296	USA				
KC125297	USA				
KC125298	USA				
KC125299	USA				
KC125300	USA				
KC125301	USA				
KC125302	USA				
KC125303	USA				
KC125304	USA				
KC125305	USA				
KC125306	USA				
KC125307	USA				
KC125308	USA				
KC125309	USA				
KC125310	USA				
KC125311	USA				
KC125312	USA				
KC125313	USA				
KC125314	USA				
KC125315	USA				
KC125316	USA				
KC125317	USA				
KC125318	USA				
KC125319	USA				
KC125320	USA				
KC125321	USA				
KC125322	USA				
KC125323	USA				
KC125324	USA				
KC125325	USA				
KC125326	USA				
KC125327	USA				
KC125328	USA				
KC125329	USA				
KC125330	USA				
KC125331	USA				
KC125332	USA				
KC125333	USA				
KC125334	USA				
KC125335	USA				
KC125336	USA				
KC125337	USA				
KC125338	USA				
KC125339	USA				
KC125340	USA				
KC125341	USA				
KC125342	USA				
KC125343	USA				
KC125344	USA				
KC125345	USA				
KC125346	USA				
KC125347	USA				
KC125348	USA				
KC125349	USA				
KC125350	USA				
KC125351	USA				
KC125352	USA				
KC125353	USA				
KC125354	USA				
KC125355	USA				
KC125356	USA				
KC125357	USA				
KC125358	USA				
KC125359	USA				
KC125360	USA				
KC125361	USA				
KC125362	USA				
KC125363	USA				
KC125364	USA				
KC125365	USA				
KC125366	USA				
KC125367	USA				
KC125368	USA				
KC125369	USA				
KC125370	USA				
KC125371	USA				
KC125372	USA				
KC125373	USA				
KC125374	USA				
KC125375	USA				
KC125376	USA				
KC125377	USA				
KC125378	USA				
KC125379	USA				
KC125380	USA				
KC125381	USA				
KC125382	USA				
KC125383	USA				
KC125384	USA				
KC125385	USA				
KC125386	USA				
KC125387	USA				
KC125388	USA				
KC125389	USA				
KC125390	USA				
KC125391	USA				
KC125392	USA				
KC125393	USA				
KC125394	USA				
KC125395	USA				
KC125396	USA				
KC125397	USA				
KC125398	USA				
KC125399	USA				
KC125400	USA				
KC125401	USA				
KC125402	USA				
KC125403	USA				
KC125404	USA				
KC125405	USA				
KC125406	USA				
KC125407	USA				
KC125408	USA				
KC125409	USA				
KC125410	USA				
KC125411	USA				
KC125412	USA				
KC125413	USA				
KC125414	USA				
KC125415	USA				
KC125416	USA				
KC125417	USA				
KC125418	USA				
KC125419	USA				
KC125420	USA				
KC125421	USA				
KC125422	USA				
KC125423	USA				
KC125424	USA				
KC125425	USA				
KC125426	USA				
KC125427	USA				
KC125428	USA				
KC125429	USA				
KC125430	USA				
KC125431	USA				
KC125432	USA				
KC125433	USA				
KC125434	USA				
KC125435	USA				
KC125436	USA				
KC125437	USA				
KC125438	USA				
KC125439	USA				
KC125440	USA				
KC125441	USA				
KC125442	USA				
KC125443	USA				
KC125444	USA				
KC125445	USA				
KC125446	USA				
KC125447	USA				
KC125448	USA				
KC125449	USA				
KC125450	USA				
KC125451	USA				
KC125452	USA				
KC125453	USA				
KC125454	USA				
KC125455	USA				
KC125456	USA				
KC125457	USA				
KC125458	USA				
KC125459	USA				
KC125460	USA				
KC125461	USA				
KC125462	USA				
KC125463	USA				
KC125464	USA				
KC125465	USA				
KC125466	USA				
KC125467	USA				
KC125468	USA				
KC125469	USA				
KC125470	USA				
KC125471	USA				
KC125472	USA				
KC125473	USA				
KC125474	USA				
KC125475	USA				
KC125476	USA				
KC125477	USA				
KC125478	USA				
KC125479	USA				
KC125480	USA				
KC125481	USA				
KC125482	USA				
KC125483	USA				
KC125484	USA				
KC125485	USA				
KC125486	USA				
KC125487	USA				
KC125488	USA				
KC125489	USA				
KC125490	USA				
KC125491	USA				
KC125492	USA				
KC125493	USA				
KC125494	USA				
KC125495	USA				
KC125496	USA				
KC125497	USA				
KC125498	USA				
KC125499	USA				
KC125500	USA				
KC125501	USA				
KC125502	USA				
KC125503	USA				
KC125504	USA				
KC125505	USA				
KC125506	USA				
KC125507	USA				
KC125508	USA				
KC125509	USA				
KC125510	USA				
KC125511	USA				
KC125512	USA				
KC125513	USA				
KC125514	USA				
KC125515	USA				
KC125516	USA				
KC125517	USA				
KC125518	USA				
KC125519	USA				
KC125520	USA				
KC125521	USA				
KC125522	USA				
KC125523	USA				
KC125524	USA				
KC125525	USA				
KC125526	USA				
KC125527	USA				
KC125528	USA				
KC125529	USA				
KC125530	USA				
KC125531	USA				
KC125532	USA				
KC125533	USA				
KC125534	USA				
KC125535	USA				
KC125536	USA				
KC125537	USA				
KC125538	USA				
KC125539	USA				
KC125540	USA				
KC125541	USA				
KC125542	USA				
KC125543	USA				
KC125544	USA				
KC125545	USA				
KC125546	USA				
KC125547	USA				
KC125548	USA				
KC125549	USA				
KC125550	USA				
KC125551	USA				
KC125552	USA				
KC125553	USA				
KC125554	USA				
KC125555	USA				
KC125556	USA				
KC125557	USA				
KC125558	USA				
KC125559	USA				
KC125560	USA				
KC125561	USA				
KC125562	USA				
KC125563	USA				
KC125564	USA				
KC125565	USA				
KC125566	USA				
KC125567	USA				
KC125568	USA				
KC125569	USA				
KC125570	USA				
KC125571	USA				
KC125572	USA				
KC125573	USA				
KC125574	USA				
KC125575	USA				
KC125576	USA				
KC125577	USA				
KC125578	USA				
KC125579	USA				
KC125580	USA				
KC125581	USA				
KC125582	USA				
KC125583	USA				
KC125584	USA				
KC125585	USA				
KC125586	USA				
KC125587	USA				
KC125588	USA				
KC125589	USA				
KC125590	USA				
KC125591	USA				
KC125592	USA				
KC125593	USA				
KC125594	USA				
KC125595	USA				
KC125596	USA				
KC125597	USA				
KC125598	USA				
KC125599	USA				
KC125600	USA				
KC125601	USA				
KC125602	USA				
KC125603	USA				
KC125604	USA				
KC125605	USA				
KC125606	USA				
KC125607	USA				
KC125608	USA				
KC125609	USA				
KC125610	USA				
KC125611	USA				
KC125612	USA				
KC125613	USA				
KC125614	USA				
KC125615	USA				
KC125616	USA				
KC125617	USA				
KC125618	USA				
KC125619	USA				
KC125620	USA				
KC125621	USA				
KC125622	USA				
KC125623	USA				
KC125624	USA				
KC125625	USA				
KC125626	USA				
KC125627	USA				
KC125628	USA				
KC125629	USA				
KC125630	USA				
KC125631	USA				
KC125632	USA				
KC125633	USA				
KC125634	USA				
KC125635	USA				
KC125636	USA				
KC125637	USA				
KC125638	USA				
KC125639	USA				
KC125640	USA				
KC125641	USA				
KC125642	USA				
KC125643	USA				
KC125644	USA				
KC125645	USA				
KC125646	USA				
KC125647	USA				
KC125648	USA				
KC125649	USA				
KC125650	USA				
KC125651	USA				
KC125652	USA				
KC125653	USA				
KC125654	USA				
KC125655	USA				
KC125656	USA				
KC125657	USA				
KC125658	USA				
KC125659	USA				
KC125660	USA				
KC125661	USA				
KC125662	USA				
KC125663	USA				
KC125664	USA				
KC125665	USA				
KC125666	USA				
KC125667	USA				
KC125668	USA				
KC125669	USA				
KC125670	USA				
KC125671	USA				
KC125672	USA				
KC125673	USA				
KC125674	USA				
KC125675	USA				
KC125676	USA				
KC125677	USA				
KC125678	USA				
KC125679	USA				
KC125680	USA				
KC125681	USA				
KC125682	USA				
KC125683	USA				
KC125684	USA				
KC125685	USA				
KC125686	USA				
KC125687	USA				
KC125688	USA				
KC125689	USA				
KC125690	USA				
KC125691	USA				
KC125692	USA				
KC125693	USA				
KC125694	USA				
KC125695	USA				
KC125696	USA				
KC125697	USA				
KC125698	USA				
KC125699	USA				
KC125700	USA				
KC125701	USA				
KC125702	USA				
KC125703	USA				
KC125704	USA				
KC125705	USA				
KC125706	USA				
KC125707	USA				
KC125708	USA				
KC125709	USA				
KC125710	USA				
KC125711	USA				
KC125712	USA				
KC125713	USA				
KC125714	USA				
KC125715	USA				
KC125716	USA				
KC125717	USA				
KC125718	USA				
KC125719	USA				
KC125720	USA				
KC125721	USA				
KC125722	USA				
KC125723	USA				
KC125724	USA				
KC125725	USA				
KC125726	USA				
KC125727	USA				
KC125728	USA				
KC125729	USA				
KC125730	USA				
KC125731	USA				
KC125732	USA				
KC125733	USA				
KC125734	USA				
KC125735	USA				
KC125736	USA				
KC125737	USA				
KC125738	USA				
KC125739	USA				
KC125740	USA				
KC125741	USA				
KC125742	USA				
KC125743	USA				
KC125744	USA				
KC125745	USA				
KC125746	USA				
KC125747	USA				
KC125748	USA				
KC125749	USA				
KC125750	USA				
KC125751	USA				
KC125752	USA				
KC125753	USA				
KC125754	USA				
KC125755	USA				
KC125756	USA				
KC125757	USA				
KC125758	USA				
KC125759	USA				
KC125760	USA				
KC125761	USA				
KC125762	USA				
KC125763	USA				
KC125764	USA				
KC125765	USA				
KC125766	USA				
KC125767	USA				
KC125768	USA				
KC125769	USA				
KC125770	USA				
KC125771	USA				
KC125772	USA				
KC125773	USA				
KC125774	USA				
KC125775	USA				
KC125776	USA				
KC125777	USA				
KC125778	USA				
KC125779	USA				
KC125780	USA				
KC125781	USA				
KC125782	USA				
KC125783	USA				
KC125784	USA				
KC125785	USA				
KC125786	USA				
KC125787	USA				
KC125788	USA				
KC125789	USA				
KC125790	USA				
KC125791	USA				
KC125792	USA				
KC125793	USA				
KC125794	USA				
KC125795	USA				
KC125796	USA				
KC125797	USA				
KC125798	USA				
KC125799	USA				
KC125800	USA				
KC125801	USA				
KC125802	USA				
KC125803	USA				
KC125804	USA				
KC125805	USA				
KC125806	USA				
KC125807	USA				
KC125808	USA				
KC125809	USA				
KC125810	USA				
KC125811	USA				
KC125812	USA				
KC125813	USA				
KC125814	USA				
KC125815	USA				
KC125816	USA				
KC125817	USA				
KC125818	USA				
KC125819	USA				
KC125820	USA				
KC125821	USA				
KC125822	USA				
KC125823	USA				
KC125824	USA				
KC125825	USA				
KC125826	USA				
KC125827	USA				
KC125828	USA				
KC125829	USA				
KC125830	USA				
KC125831	USA				
KC125832	USA				
KC125833	USA				
KC125834	USA				
KC125835	USA				
KC125836	USA				
KC125837	USA				
KC125838	USA				
KC125839	USA				
KC125840	USA				
KC125841	USA				
KC125842	USA				
KC125843	USA				
KC125844	USA				
KC125845	USA				
KC125846	USA				
KC125847	USA				
KC125848	USA				
KC125849	USA				
KC125850	USA				
KC125851	USA				
KC125852	USA				
KC125853	USA				
KC125854	USA				
KC125855	USA				
KC125856	USA				
KC125857	USA				
KC125858	USA				
KC125859	USA				
KC125860	USA				
KC125861	USA				
KC125862	USA				
KC125863	USA				
KC125864	USA				
KC125865	USA				
KC125866	USA				
KC125867	USA				
KC125868	USA				
KC125869	USA				
KC125870	USA				
KC125871	USA				
KC125872	USA				
KC125873	USA				
KC125874	USA				
